StationID,EventCode,SampleYear,EQ_Latitude,EQ_Longitude,TowType,TrawlPerformance,Effort,Effort_Units,Bottom_DepthStart,Gear_Depth,CommonName,ScientificName,LHSCode,TotalCatchNum,TotalCatchWt,SurfaceTemperature,SurfaceSalinity,Surface_CHLA,BottomTemperature,BottomSalinity,Bottom_CHLA
20120801001,3,2012,65.9997,-168.4913,Surface,Satisfactory,0.2074,km2,53,,Aurelia sp.,Aurelia sp.,U,,30,1.80225,32.53253333,5.725745203,2.0606,32.8374,1.572638371
20120801001,3,2012,65.9997,-168.4913,Surface,Satisfactory,0.2074,km2,53,,Capelin,Mallotus villosus,U,148,260,1.80225,32.53253333,5.725745203,2.0606,32.8374,1.572638371
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Chrysaora melanaster,Chrysaora melanaster,U,6,5040,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Pink Salmon,Oncorhynchus gorbuscha,J,4,48.4,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Chum Salmon,Oncorhynchus keta,IM,4,11460,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Chum Salmon,Oncorhynchus keta,J,85,1661.6,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Sockeye Salmon,Oncorhynchus nerka,J,20,760,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Capelin,Mallotus villosus,U,4,20,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Rainbow Smelt,Osmerus mordax dentex,U,1,4,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Arctic Cod,Boreogadus saida,A0,1,1,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Saffron Cod,Eleginus gracilis,A1+,8,140,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Wattled Eelpout,Lycodes palearis,U,1,30,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Antlered Sculpin,Enophrys diceraus,U,1,20,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Arctic Staghorn Sculpin,Gymnocanthus tricuspis,U,1,10,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Shorthorn sculpin,Myoxocephalus scorpius,U,2,20,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Prickleback,Lumpenus,U,2,110,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Pacific Herring,Clupea pallasi,U,7104,682660,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801003,3,2012,66.0804,-167.3923,Surface,Good,0.2499,km2,22,,Pollock,Gadus chalcogrammus,A1+,15,160,10.54058333,26.59591667,0.892008603,9.348,29.2119,1.21352959
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Chrysaora melanaster,Chrysaora melanaster,U,1,1000,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Cyanea capillata,Cyanea capillata,U,50,950,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Pink Salmon,Oncorhynchus gorbuscha,J,12,190,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Chum Salmon,Oncorhynchus keta,J,11,350,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Sockeye Salmon,Oncorhynchus nerka,J,8,450,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Capelin,Mallotus villosus,U,279,1230,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Rainbow Smelt,Osmerus mordax dentex,U,2,110,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Saffron Cod,Eleginus gracilis,A0,6,6,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Saffron Cod,Eleginus gracilis,A1+,5,70,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Arctic Staghorn Sculpin,Gymnocanthus tricuspis,U,2,4,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Shorthorn sculpin,Myoxocephalus scorpius,U,1,8,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
20120801004,3,2012,66.5703,-165.8397,Surface,Good,0.2405,km2,19,,Bering Wolffish,Anarhichas orientalis,U,1,6,9.780433333,29.39868333,1.179621602,9.4261,29.5947,1.575662869
